"Year"	"Level"	"Grade"	"District Name"	"District Number"	"School Name"	"School Number"	"Agency Type"	"Agency Key"	"CESA"	"Total Enrollment-WSAS"	"Item Type"	"Subject"	"Subject Code "	"Number Tested on WKCE in Subject"	"Percent of Enrolled who were Tested on WKCE in Subject"	"Standard/Framework Name"	"Standard/Framework Code"	"Filler"	"Item Number"	"Depth of Knowledge"	"Average(SR) Total(CR)"	"Number of Responses(SR) Points Possible(CR)"	"Correct Response"	"State PCNT Correct Response(SR) State Avg(CR)"	"CESA PCNT Correct Response(SR) CESA Avg(CR)"	"District PCNT Correct Response(SR) District Avg(CR)"	"School PCNT Correct Response(SR) School Avg(CR)"	"Difference:  Current Level Minus State(SR)"	"Difference: Current Level Minus CESA(SR)"	"Difference: Current Level Minus District(SR)"	"Number Answering A or F (1)(SR) 0 Points(CR)"	"Number Answering B or G (2)(SR) 1 Point(CR)"	"Number Answering C or H (3)(SR) 2 Points(CR)"	"Number Answering D or J (4)(SR) 3 Points(CR)"	"Number Answering E or K (5)(SR) 4 Points(CR)"	"Number left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) Number 6 Points(CR)"	"Unused(SR) Number Left Blank or Erased(CR)"	"Unused(SR) Number Off Topic or Illegible(CR)"	"Percent Answering A or F (1)(SR) 0 Points(CR)"	"Percent Answering B or G (2)(SR) 1 Point(CR)"	"Percent Answering C or H (3)(SR) 2 Points(CR)"	"Percent Answering D or J (4)(SR) 3 Points(CR)"	"Percent Answering E or K (5)(SR) 4 Points(CR)"	"Percent Left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) PCNT 6 Points(CR)"	"Unused(SR) PCNT Left Blank or Erased(CR)"	"Unused(SR) PCNT Off Topic or Illegible(CR)"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Reading"		159	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.6"	" 1.6"	"+0.1"		" 0.0"	"   30"	"   27"	"   77"	"   23"	"    0"	"    0"	"    0"	"    2"	"    0"	" 19"	" 17"	" 48"	" 14"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Reading"		159	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.6"	" 1.6"	"+0.1"		" 0.0"																		
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Reading"		159	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"	"   85"	"   48"	"   24"	"    1"	"    0"	"    0"	"    0"	"    1"	"    0"	" 53"	" 30"	" 15"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Reading"		159	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"																		
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"	"   56"	"  101"	"    0"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 35"	" 64"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"   27"	"   23"	"  109"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 17"	" 14"	" 69"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.7"	" 1.7"	"+0.4"		" 0.0"	"   17"	"    7"	"  134"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 11"	"  4"	" 84"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.9"	" 3.9"	"+0.6"		" 0.0"																		
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.4"	" 0.4"	"-0.1"		" 0.0"	"   89"	"   70"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 56"	" 44"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.7"	" 0.7"	"+0.2"		" 0.0"	"   54"	"  105"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 34"	" 66"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.1"	" 1.1"	"+0.1"		" 0.0"																		
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.2"	" 1.2"	"+0.4"		" 0.0"	"   32"	"   59"	"   68"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 20"	" 37"	" 43"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.2"	" 1.2"	"+0.4"		" 0.0"																		
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"	"   27"	"  132"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 17"	" 83"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"LUXEMBURG"	"3220"	"LUXEMBURG CA MI"	"0120"	"04"	"11321"	"07"	159	"CR"	"Mathematics"		159	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Reading"		178	96	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.4"	" 1.4"	"-0.1"		" 0.0"	"   49"	"   23"	"   77"	"   26"	"    0"	"    0"	"    0"	"    1"	"    2"	" 28"	" 13"	" 43"	" 15"	"  0"	"  0"	"  0"	"  1"	"  1"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Reading"		178	96	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.4"	" 1.4"	"-0.1"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Reading"		178	96	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"	"  112"	"   45"	"   19"	"    1"	"    0"	"    0"	"    0"	"    1"	"    0"	" 63"	" 25"	" 11"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Reading"		178	96	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"   54"	"  114"	"    7"	"    0"	"    0"	"    0"	"    0"	"    3"	"    0"	" 30"	" 64"	"  4"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.2"	" 1.2"	"-0.1"		" 0.0"	"   56"	"   26"	"   94"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 31"	" 15"	" 53"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.6"	" 1.7"	"+0.4"		"+0.1"	"   16"	"   19"	"  143"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"  9"	" 11"	" 80"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.6"	" 3.6"	"+0.3"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"   87"	"   91"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 49"	" 51"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.6"	"+0.1"		"+0.1"	"   79"	"   99"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 44"	" 56"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.1"	" 1.1"	"+0.1"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"	"   56"	"   59"	"   61"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 31"	" 33"	" 34"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"   56"	"  120"	"    0"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 31"	" 67"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WASHINGTON JR"	"0280"	"04"	"11431"	"07"	185	"CR"	"Mathematics"		178	96	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Reading"		158	98	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.4"	" 1.4"	"-0.1"		" 0.0"	"   35"	"   31"	"   76"	"   15"	"    0"	"    0"	"    0"	"    1"	"    0"	" 22"	" 20"	" 48"	"  9"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Reading"		158	98	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.4"	" 1.4"	"-0.1"		" 0.0"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Reading"		158	98	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.5"	" 0.6"	" 0.0"		"+0.1"	"   90"	"   49"	"   19"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 57"	" 31"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Reading"		158	98	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.5"	" 0.6"	" 0.0"		"+0.1"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"   43"	"  114"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 27"	" 72"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.2"	" 1.2"	"-0.1"		" 0.0"	"   46"	"   27"	"   84"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 29"	" 17"	" 53"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.6"	" 1.5"	"+0.2"		"-0.1"	"   28"	"   19"	"  111"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 18"	" 12"	" 70"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.6"	" 3.5"	"+0.2"		"-0.1"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"   75"	"   83"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 47"	" 53"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"   76"	"   82"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 48"	" 52"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.1"	" 1.0"	" 0.0"		"-0.1"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.0"	" 0.9"	"+0.1"		"-0.1"	"   55"	"   63"	"   39"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 35"	" 40"	" 25"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.0"	" 0.9"	"+0.1"		"-0.1"																		
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"   47"	"  110"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 30"	" 70"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"MANITOWOC"	"3290"	"WILSON JR"	"0300"	"04"	"11432"	"07"	162	"CR"	"Mathematics"		158	98	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Reading"		53	98	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.9"	" 1.9"	"+0.4"		" 0.0"	"    4"	"    6"	"   34"	"    9"	"    0"	"    0"	"    0"	"    0"	"    0"	"  8"	" 11"	" 64"	" 17"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Reading"		53	98	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.9"	" 1.9"	"+0.4"		" 0.0"																		
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Reading"		53	98	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"	"   30"	"   18"	"    3"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	" 57"	" 34"	"  6"	"  4"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Reading"		53	98	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"																		
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"   17"	"   36"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 32"	" 68"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"	" 1.3"	" 0.0"		" 0.0"	"   15"	"    6"	"   32"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 28"	" 11"	" 60"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.7"	" 1.8"	"+0.5"		"+0.1"	"    2"	"    8"	"   43"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"  4"	" 15"	" 81"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.7"	" 3.8"	"+0.5"		"+0.1"																		
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.4"	" 0.4"	"-0.1"		" 0.0"	"   31"	"   22"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 58"	" 42"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.3"	" 0.3"	"-0.2"		" 0.0"	"   35"	"   18"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 66"	" 34"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.7"	" 0.8"	"-0.2"		"+0.1"																		
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.1"	" 1.1"	"+0.3"		" 0.0"	"   13"	"   20"	"   20"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 25"	" 38"	" 38"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.1"	" 1.1"	"+0.3"		" 0.0"																		
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"   15"	"   38"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 28"	" 72"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"MISHICOT"	"3661"	"MISHICOT MID"	"0120"	"04"	"39532"	"07"	54	"CR"	"Mathematics"		53	98	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Reading"		91	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.7"	" 1.7"	"+0.2"		" 0.0"	"   13"	"   17"	"   40"	"   20"	"    0"	"    0"	"    0"	"    1"	"    0"	" 14"	" 19"	" 44"	" 22"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Reading"		91	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.7"	" 1.7"	"+0.2"		" 0.0"																		
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Reading"		91	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"	"   44"	"   35"	"   11"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	" 48"	" 38"	" 12"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Reading"		91	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.6"	" 0.6"	" 0.0"		" 0.0"																		
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"	"   47"	"   44"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 52"	" 48"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.3"	" 1.3"	" 0.0"		" 0.0"	"   27"	"   10"	"   54"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 30"	" 11"	" 59"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"NEW HOLSTEIN"	"3941"	"NEW HOLSTEIN MI"	"0200"	"04"	"71954"	"07"	91	"CR"	"Mathematics"		91	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.2"	" 1.2"	"-0.1"		" 0.0"	"   27"	"   15"	"   49"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 30"	" 16"	" 54"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
